SalesOrderNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount,ProductMetadata
SO1040,2025-04-20,Brian Jackson,petersondavid@gmail.com,Widget B,20.0,54.34,4.35,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1041,2025-05-04,Christian Henderson,teresa40@combs-mason.com,Widget B,5.0,53.99,4.32,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1042,2024-12-04,Diana Ward,kfields@martinez-johnson.com,Gadget Y,3.0,79.27,6.34,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1043,2024-10-07,Riley Fisher,kimemily@hotmail.com,Gadget Y,,20.2,1.62,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1044,2025-04-25,Nicholas Johnson,karinalove@bell.biz,Widget A,2.0,27.16,2.17,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1045,2024-08-05,Heather Robinson,hbarnes@cunningham.com,Widget C,3.0,70.37,5.63,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1046,2024-06-30,Michael Sutton,,Widget B,5.0,49.82,3.99,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1047,2025-04-21,Kim Torres,madisonvillanueva@hayes.org,Widget A,20.0,20.3,1.62,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1048,2024-05-27,Adam Williamson,njohnson@yahoo.com,Gadget X,5.0,82.07,6.57,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1049,2024-06-13,William Long MD,rodriguezperry@hotmail.com,Gadget Y,10.0,17.4,1.39,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1050,2025-05-06,Laura Keith,hudsondaniel@hotmail.com,Widget A,20.0,92.01,7.36,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1051,2025-05-15,Sean Miller,aguilarcalvin@hotmail.com,Gadget X,0.0,17.01,1.36,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1052,2024-08-26,Krystal Griffin,shannon97@gmail.com,Gadget Y,20.0,95.08,7.61,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1053,2025-01-17,Mary White,marisa91@hotmail.com,Gadget Y,2.0,98.04,7.84,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1054,2025-05-04,Mark Miller,jonathankeith@harris-mitchell.com,Widget A,3.0,80.39,6.43,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1055,2024-05-27,Mary King,ihickman@phillips.net,Widget B,20.0,38.2,3.06,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1056,2025-05-05,Christine Wright,scott74@gmail.com,Gadget X,5.0,83.04,6.64,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1057,2025-03-23,Kevin Kaufman,chris97@yahoo.com,Gadget X,10.0,34.5,2.76,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1058,2024-07-10,Megan Arnold,russelldonna@yahoo.com,Widget A,3.0,25.81,2.06,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1059,2024-07-14,Abigail Brandt,fhubbard@morgan.com,Gadget X,5.0,53.62,4.29,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1060,2024-10-17,Christopher Phillips,kristopher63@yahoo.com,Widget A,0.0,86.19,6.9,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1061,2025-02-22,Whitney Wright,melissa01@hotmail.com,Widget C,20.0,96.24,7.7,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1062,2025-03-03,Ronald Newman,corey45@hotmail.com,Widget A,10.0,32.72,2.62,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1063,2024-11-02,Tiffany Smith,zbarnes@gmail.com,Gadget X,0.0,35.79,2.86,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1064,2024-07-04,Laura Wilson,vrodriguez@gmail.com,Gadget Y,5.0,51.2,4.1,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1065,2024-07-31,William Palmer,sara31@adams.com,Widget B,10.0,60.64,4.85,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1066,2025-05-16,Sharon Thornton,william48@yahoo.com,Gadget X,2.0,41.95,3.36,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1067,2024-10-26,Tyler Fuentes,natalie74@gmail.com,Widget B,0.0,12.88,1.03,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1068,2024-11-12,Maria Frost,jasonmelton@hotmail.com,Widget A,20.0,89.81,7.18,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1069,2025-04-09,Jeremiah Manning,jmaxwell@fox.biz,Gadget X,10.0,95.33,7.63,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1070,2024-06-22,Barry Washington,dwilkinson@yahoo.com,Widget A,20.0,93.23,7.46,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1071,2025-05-13,Bryce Jackson,nicholasbrown@irwin-humphrey.net,Widget C,0.0,83.61,6.69,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1072,2024-08-29,Tracy Young,osmith@mccoy.com,Widget B,20.0,29.81,2.38,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1073,2025-02-02,Anna Johnson,,Widget B,10.0,28.46,2.28,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1074,2024-08-26,Carolyn Obrien,kochcollin@curry.com,Gadget X,0.0,85.43,6.83,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1075,2024-05-26,Christopher Rodriguez,hcollins@johnson.biz,Widget B,0.0,91.77,7.34,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1076,2025-03-18,Rhonda Murray,heather16@kelly.com,Gadget Y,2.0,13.7,1.1,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1077,2024-10-06,Emily Garcia,allenpaul@estrada.com,Widget B,10.0,70.51,5.64,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1078,2025-02-20,Jill Hernandez,hpayne@hotmail.com,Gadget Y,20.0,63.71,5.1,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1079,2024-08-20,Crystal Wallace,garciasteven@hotmail.com,Gadget X,0.0,75.8,6.06,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1080,2025-01-09,Victoria Williams,hbrooks@yahoo.com,Gadget X,2.0,51.36,4.11,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1081,2025-01-26,Robin Nelson,,Widget A,5.0,65.17,5.21,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1082,2024-11-03,Troy Hampton,katie89@hotmail.com,Widget A,10.0,81.03,6.48,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1083,2024-06-16,Victor Huang,jamesgilmore@evans-hernandez.com,Widget B,5.0,97.58,7.81,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1084,2025-04-11,Brendan Fernandez,raymond86@gmail.com,Widget C,20.0,17.7,1.42,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1085,2025-01-11,Kristen Johnston,beth97@hotmail.com,Gadget X,3.0,23.89,1.91,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1086,2025-03-06,William Washington,amandacasey@odonnell-davidson.org,Widget A,2.0,39.59,3.17,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1087,2024-08-16,Scott Smith,jennifer69@yahoo.com,Gadget Y,2.0,61.61,4.93,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1088,2024-08-10,Stephen Rogers,hayesmiguel@hotmail.com,Gadget X,10.0,46.73,3.74,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1089,2024-11-09,Robin Brown,druiz@hotmail.com,Widget A,20.0,41.62,3.33,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1090,2024-06-25,John Tran,jeffery78@gmail.com,Gadget X,0.0,48.67,3.89,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1091,2024-08-25,James Davis,tcherry@gmail.com,Widget C,3.0,20.58,1.65,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1092,2025-03-11,Megan Manning,vmoore@rogers.com,Gadget X,,86.6,6.93,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1093,2024-12-03,Gregory Walters,smiddleton@esparza-gentry.net,Widget B,1.0,98.91,7.91,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1094,2024-09-10,Maria Grant,maryallen@yahoo.com,Gadget Y,0.0,23.75,1.9,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1095,2025-01-03,Mrs. Molly Warren DDS,alice21@gmail.com,Widget B,1.0,88.14,7.05,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1096,2024-10-22,Craig Freeman,deannadavis@yahoo.com,Widget B,0.0,29.66,2.37,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1097,2024-05-23,Anthony Garcia,elizabeth88@kelly-sullivan.com,Gadget Y,2.0,81.01,6.48,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1098,2025-05-01,Katie Perry,nelsonkathleen@hotmail.com,Gadget X,5.0,17.78,1.42,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1099,2025-04-28,David Walker,allendavid@gmail.com,Gadget X,10.0,60.02,4.8,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1100,2025-04-18,Sheila Parker,anthonyjennifer@burke.com,Gadget Y,,21.61,1.73,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1101,2024-10-17,Nicole Pearson,colemankaren@smith.biz,Widget C,0.0,28.3,2.26,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1102,2025-05-10,Bryce Williams,phelpswilliam@hotmail.com,Widget C,,54.53,4.36,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1103,2025-01-15,George Bush,,Widget A,5.0,94.4,7.55,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1104,2025-05-03,Jennifer Olsen,kreed@hotmail.com,Widget B,5.0,93.41,7.47,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1105,2024-10-12,Emma Kent,danielbrown@gmail.com,Widget C,0.0,75.56,6.04,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1106,2024-06-16,Douglas Stewart,thomas24@gmail.com,Gadget X,10.0,29.95,2.4,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1107,2024-10-11,Kristine Martinez,mercadojustin@downs-estes.com,Widget B,1.0,78.46,6.28,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1108,2025-05-13,David Zavala,charlesmorrison@anderson.org,Widget C,3.0,63.82,5.11,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1109,2024-07-24,Vernon Wilson,,Widget C,0.0,95.95,7.68,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1110,2025-04-29,Mrs. Nicole Dennis MD,lisa13@gmail.com,Gadget Y,10.0,71.34,5.71,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1111,2025-02-18,Amber Hill,,Gadget Y,0.0,18.69,1.5,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1112,2024-05-29,Brent Brown,alexandria21@johnson.com,Gadget X,0.0,88.15,7.05,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1113,2024-08-25,Lisa Hess,owensusan@perez-glenn.info,Widget A,,11.29,0.9,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1114,2025-03-30,Dr. Mark Frazier,eboone@gmail.com,Gadget Y,0.0,16.12,1.29,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1115,2025-02-12,Ariel Russell,stacywalker@gmail.com,Gadget Y,0.0,71.43,5.71,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1116,2024-10-28,Gerald Cooper,ojackson@yahoo.com,Widget A,0.0,49.45,3.96,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1117,2024-11-23,Lance Stein,ryanmatthew@jackson.com,Widget B,0.0,46.76,3.74,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1118,2024-06-19,Jonathan Dickson,davilakeith@lee.info,Widget A,10.0,90.8,7.26,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1119,2025-04-15,Kimberly Phillips,ofleming@wheeler.biz,Gadget Y,5.0,77.83,6.23,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1120,2024-12-01,Dean Underwood,devintaylor@may.com,Widget A,2.0,88.33,7.07,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1121,2025-04-05,Hayley Summers,barnesjohn@yahoo.com,Gadget Y,3.0,36.96,2.96,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1122,2024-07-14,Patricia Reid,jbutler@edwards.com,Widget C,5.0,23.28,1.86,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1123,2024-07-01,Robert Cox,fsimpson@buck.com,Gadget X,3.0,28.51,2.28,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1124,2024-07-25,Tracy West,robin29@gmail.com,Widget A,2.0,98.52,7.88,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1125,2024-07-25,Melissa Davis,iberg@hotmail.com,Gadget Y,10.0,47.92,3.83,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1126,2024-07-24,Edward West,,Gadget X,20.0,76.33,6.11,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1127,2024-11-10,Eric Hall,michaelolsen@gmail.com,Widget A,2.0,28.42,2.27,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1128,2024-12-23,Samantha Cox,jamesholt@rollins-morrison.info,Widget B,3.0,67.28,5.38,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1129,2024-12-22,David Jones,jacobsmichael@gmail.com,Widget B,2.0,25.79,2.06,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1130,2025-03-13,Robert Hernandez,ndavis@hotmail.com,Gadget Y,10.0,40.75,3.26,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1131,2025-03-04,Michael Robinson,,Gadget Y,2.0,23.85,1.91,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1132,2024-05-20,Tanya Petersen,westmary@lawson.com,Gadget X,10.0,70.07,5.61,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1133,2024-12-24,Andrew Jefferson,annasimpson@miles.biz,Widget A,10.0,12.52,1.0,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1134,2024-09-09,Christina Stone,david01@mitchell.com,Gadget Y,10.0,25.72,2.06,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1135,2025-04-22,James Hooper,bgreen@hotmail.com,Widget C,20.0,87.36,6.99,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1136,2024-11-06,Nancy Lawrence,williamsthomas@dixon.com,Gadget X,10.0,84.54,6.76,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1137,2024-10-17,John Roberts,brooke79@hotmail.com,Gadget Y,10.0,82.13,6.57,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1138,2025-04-13,Brittany Garcia PhD,danielharris@ruiz.com,Widget B,10.0,30.08,2.41,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1139,2024-12-22,Dustin Coleman,randyramos@peterson-baker.biz,Widget C,1.0,98.73,7.9,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1140,2024-05-31,Patrick Fritz,henrybrown@olson-rogers.com,Gadget Y,5.0,18.66,1.49,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1141,2024-12-22,Stephen Pena,,Gadget Y,1.0,83.67,6.69,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1142,2024-08-02,Kathy Olson,garciaeric@valdez-le.org,Widget C,2.0,20.96,1.68,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1143,2024-12-12,Eric Lopez,robin79@gmail.com,Widget A,,15.15,1.21,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1144,2024-05-27,Ashley Alexander,williamreyes@sullivan-cole.com,Widget C,20.0,39.8,3.18,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1145,2024-11-11,Vincent Scott,lijohn@huff-powell.info,Gadget Y,,52.35,4.19,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1146,2025-05-04,Nancy Morrison,nancy77@hotmail.com,Widget B,0.0,96.03,7.68,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1147,2024-05-23,Kevin Martin,ndaniel@gmail.com,Gadget Y,20.0,99.35,7.95,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1148,2024-09-12,Casey Marsh,staceyanderson@clark.net,Widget B,0.0,43.95,3.52,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1149,2024-12-07,Melissa Lawson,ebennett@yahoo.com,Gadget Y,2.0,11.89,0.95,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1150,2024-06-15,Thomas Thomas,jennamccormick@davis-thompson.com,Gadget X,1.0,89.11,7.13,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1151,2024-06-28,Nicholas Williams,gthomas@henderson.com,Widget C,1.0,21.54,1.72,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1152,2024-10-12,Jonathon Payne,laura22@yahoo.com,Gadget X,2.0,65.48,5.24,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1153,2024-06-16,Sherri Casey,ewilson@joseph-guzman.com,Gadget X,3.0,15.27,1.22,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1154,2025-02-19,Rebecca Flynn,psawyer@gmail.com,Gadget X,10.0,18.95,1.52,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1155,2024-11-02,Miss Vickie Sharp,omoses@johnson.com,Widget C,3.0,28.9,2.31,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1156,2025-02-13,Craig Johnson,shannon20@gray-lynch.info,Gadget Y,5.0,23.91,1.91,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1157,2025-03-14,Nathan Johnson,kristen46@brown-mccormick.biz,Gadget Y,20.0,17.66,1.41,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1158,2024-11-30,Vanessa Steele,,Gadget X,,89.53,7.16,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1159,2024-10-09,Kara Brady,,Gadget X,3.0,74.12,5.93,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1160,2025-03-29,Gary Schwartz,davidcopeland@hotmail.com,Gadget Y,10.0,76.84,6.15,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1161,2024-08-20,Angela Preston,kfitzgerald@yahoo.com,Widget A,5.0,72.05,5.76,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1162,2025-05-09,Tammy Hurst,xlee@yahoo.com,Gadget X,,11.65,0.93,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1163,2025-01-18,Joseph Terry,eortiz@gmail.com,Widget C,20.0,30.22,2.42,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1164,2025-05-04,Brian King,,Widget A,20.0,69.62,5.57,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1165,2025-02-19,Travis Gomez,sarah53@yahoo.com,Widget A,,35.8,2.86,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1166,2024-07-14,Daniel Patrick,marydavis@doyle.com,Gadget X,10.0,87.84,7.03,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1167,2024-09-14,Anita Gutierrez,jamesschroeder@hotmail.com,Widget C,3.0,32.15,2.57,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1168,2024-05-23,Travis Ross,sarahnelson@yahoo.com,Gadget X,,51.1,4.09,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1169,2025-04-13,Jason Perry,kayla97@gmail.com,Widget B,20.0,70.04,5.6,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1170,2024-06-06,Penny Moore,nicolesummers@carson.com,Widget C,5.0,22.53,1.8,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1171,2024-10-17,Joe Gross,amandacraig@yahoo.com,Widget A,20.0,29.37,2.35,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1172,2025-03-25,Sheena Peterson,matthew23@hotmail.com,Gadget X,2.0,20.25,1.62,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1173,2024-10-09,Darrell Hughes,yjohnson@hernandez-moore.net,Widget B,2.0,67.6,5.41,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1174,2024-06-01,Brandon Randall,,Widget C,3.0,44.23,3.54,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1175,2024-11-14,John Jennings,wilsonlisa@mueller-shepard.com,Widget A,10.0,67.49,5.4,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1176,2024-08-18,Bryan Werner,james64@giles-camacho.com,Widget B,2.0,74.29,5.94,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1177,2024-07-04,Shelley English,,Widget C,,54.89,4.39,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1178,2024-10-27,Jennifer Miller,yyang@watson.com,Widget A,2.0,85.84,6.87,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1179,2024-06-04,Tina Johnson,johncole@parker.com,Widget A,20.0,93.18,7.45,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1180,2024-09-30,Rebecca Jones,cpetty@cunningham.net,Widget C,1.0,48.08,3.85,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1181,2024-08-18,John Hopkins,gcarey@hotmail.com,Widget B,3.0,11.45,0.92,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1182,2025-04-16,Nicholas Hall,knelson@charles.com,Gadget X,2.0,38.65,3.09,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1183,2025-01-16,Dustin Huff,ubush@gmail.com,Widget C,20.0,98.89,7.91,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1184,2025-01-04,Sara Dyer,benjaminward@hotmail.com,Gadget Y,20.0,34.22,2.74,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1185,2025-04-19,Lori Burns,gardnermichael@gmail.com,Gadget Y,10.0,31.73,2.54,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1186,2025-01-03,Elizabeth Perez,bcollins@hotmail.com,Widget C,2.0,39.92,3.19,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1187,2024-12-30,James Barrett,mercermelissa@taylor-leonard.com,Widget C,1.0,41.65,3.33,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1188,2025-05-09,Thomas Stevens,edwin32@anderson.info,Widget A,1.0,94.68,7.57,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1189,2025-05-09,Cody Arnold,jennifer84@hotmail.com,Widget B,5.0,55.29,4.42,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1190,2025-01-20,Joseph White MD,pauljones@walker.net,Gadget Y,5.0,65.74,5.26,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1191,2024-11-15,James Willis,ronald28@knight.com,Gadget X,1.0,74.11,5.93,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1192,2024-12-24,Christopher Diaz,erin80@hotmail.com,Widget B,1.0,97.07,7.77,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1193,2024-06-24,Wayne Ward,,Widget C,0.0,49.67,3.97,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1194,2025-01-19,Michael Anderson,iadkins@hotmail.com,Widget B,3.0,21.29,1.7,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1195,2025-04-20,Marvin Ingram,paulapearson@gmail.com,Gadget X,20.0,78.91,6.31,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1196,2025-01-05,Paul Turner,edwarddalton@gmail.com,Gadget X,3.0,36.85,2.95,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1197,2024-06-08,Curtis Massey,sandramurray@hotmail.com,Widget B,5.0,45.45,3.64,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1198,2024-08-29,Cassandra Alvarado,matthew12@yahoo.com,Widget A,1.0,62.24,4.98,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1199,2024-12-29,Matthew Stevens,samuel86@yahoo.com,Widget B,1.0,82.33,6.59,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1200,2024-06-24,Michael Lee,timothy53@yahoo.com,Gadget Y,5.0,29.29,2.34,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1201,2025-03-06,Ann Donovan,josephmiller@wood-watkins.com,Gadget Y,1.0,13.87,1.11,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1202,2024-07-11,Eric Johnson,,Widget C,,55.47,4.44,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1203,2024-08-20,Matthew Nichols,beanjonathan@gonzalez.org,Widget B,5.0,34.54,2.76,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1204,2024-07-08,Matthew George,joseph50@hotmail.com,Widget C,10.0,36.42,2.91,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1205,2024-07-23,Eric Hawkins,chase42@gmail.com,Gadget Y,0.0,36.31,2.9,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1206,2024-08-06,Juan Lindsey,crystal76@ortiz.org,Widget B,0.0,42.03,3.36,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1207,2024-08-10,John Wright Jr.,jillcabrera@hotmail.com,Widget A,2.0,44.67,3.57,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1208,2025-05-16,David Hansen,,Widget C,10.0,60.18,4.81,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1209,2024-10-29,Caitlin Medina,kristibrown@ibarra-nichols.com,Gadget X,10.0,16.9,1.35,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1210,2024-10-12,Colleen Anderson,alyssaaguirre@turner.com,Widget A,3.0,55.1,4.41,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1211,2025-03-04,Donna Keith,rodneyjohns@adkins-white.biz,Widget A,20.0,53.54,4.28,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1212,2025-03-04,Sara Lee,reeddavid@lopez.com,Widget B,10.0,82.68,6.61,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1213,2024-12-06,Joseph Nelson,donaldcunningham@hotmail.com,Widget C,0.0,93.4,7.47,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1214,2024-07-29,Wendy Mccoy,rosscrystal@peck.com,Widget C,2.0,96.9,7.75,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1215,2025-03-03,Cassidy Vance,josedyer@thomas.net,Gadget X,1.0,76.73,6.14,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1216,2025-01-09,Kelly Cohen DVM,mmoore@davis.org,Gadget Y,3.0,59.17,4.73,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1217,2024-06-26,Jennifer Townsend,mccormickcandice@duncan.com,Gadget Y,5.0,48.63,3.89,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1218,2025-02-11,Dr. Kenneth Smith,fletcherdarlene@lucero.org,Widget A,20.0,41.59,3.33,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1219,2025-01-22,Justin Thomas,johnsonzachary@yahoo.com,Widget A,3.0,64.59,5.17,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1220,2024-12-09,Donna Parks,timothy15@nelson.com,Widget B,20.0,62.04,4.96,"{""color"": ""green"", ""warranty"": ""3 years""}"
